搜索字段,商品名称,价格,店铺名称,颜色,评论数,图片,店铺ID,卖点,skuId,总销量,商品ID
电脑电源 700W 自营,半岛铁盒（PADO）战戟PSR850 额定700W 黑色 台式主机电源（主动式PFC/智能温控/12CM风扇/支持背线）,179.00,半岛铁盒（PADO）京东自营旗舰店,PSR850黑/700W/直出线,5000+,jfs/t1/274692/21/496/113067/67cea0fcF0129bc94/a7bf1a1cbfc43da5.jpg,1000343082,主动式电源;额定700W;温控风扇;高效节能;快速散热;背线支持;智能温控;三年质保;稳定性能;高转换率,100114714521,7000+,100114714521
电脑电源 700W 自营,九州风神（DEEPCOOL）PF700X铜牌毁灭者电源/额定700W/主动PFC/宽幅/3年保/压纹模组线,289.00,九州风神 京东自营旗舰店,PF700X铜牌毁灭者(铜牌/压纹线),2000+,jfs/t1/411787/30/6858/88170/69cb2af9F7d776b45/0083320320982586.jpg,1000000461,铜牌毁灭者;宽幅调节;压纹模组线;宽幅适应;高效转换;压纹设计;700W额定;铜牌认证;主动PFC,100218512384,5000+,100218512384
电脑电源 700W 自营,爱国者（aigo）黑暗骑士DH700W白牌 白色 台式机电脑电源 80PLUS认证/单路12V/压纹线/可走背线/5060Ti显卡GP700,219.00,爱国者DIY京东自营旗舰店,白牌|DH700W白|5060Ti,20万+,jfs/t1/282810/16/21377/65384/6801ba0dF66325a65/54ed4be828d5a59e.jpg,1000000416,压纹扁线;短路保护;700W白牌;5060Ti适配;强劲700W;非模组化便捷;高效转换;稳定输出;背线设计;环保白牌,100098838333,40万+,100098838333
电脑电源 700W 自营,半岛铁盒（PADO）额定700W 战戟PSR850 白色台式机主机电源（智能温控/多重保护/12CM风扇/支持背线）G700,169.00,半岛铁盒（PADO）京东自营旗舰店,PSR850白/700W/直出线,5000+,jfs/t1/271098/38/923/120459/67cea0fdF51dc59a9/dddad12081648ca0.jpg,1000343082,主动式电源;智能温控风扇;安规3C;稳定供电;转换效率高;额定700W;智能温控;三年质保;稳定输出功率;背线管理,100100649225,7000+,100100649225
电脑电源 700W 自营,Thermaltake（Tt）额定700W Smart 700W 电脑电源（80PLUS认证/主动式PFC/智能温控风扇/支持背线）,249.00,Thermaltake京东自营旗舰店,Smart 700W - 80PLUS认证,1万+,jfs/t1/235087/25/7510/87072/6576cf5eF4ec29565/d98aedab88758a19.jpg,1000000692,PLUS认证;主动式PFC;智能温控;安全可靠;高效稳定;长效使用;静音运行;优质散热;标准ATX;非模组化设计,100081143352,1万+,100081143352
电脑电源 700W 自营,爱国者（aigo）猎影HUNT700 额定700W 台式电脑电源 主动式PFC/宽幅输出/高品质电容/支持背线/大单路12V,199.00,爱国者DIY京东自营旗舰店,新品|猎影HUNT700W|安规,20万+,jfs/t1/420461/24/670/84756/69dc92ccF73b0aa21/0083320320145fb2.jpg,1000000416,额定700W;高品质电容;主动式PFC,100342316424,40万+,100342316424
电脑电源 700W 自营,迎广（IN WIN）CS700 额定700w  SFX金牌全模组电源（80Plus认证/全模组/92mm风扇/全日系电解电容/带ATX转换架）,699.00,迎广（In Win）京东自营旗舰店,CS700,2000+,jfs/t27604/177/1203021553/263641/a35fdea7/5bc43347N07deed0f.jpg,1000000826,全日系电容;高功率输出;全模组设计;稳定供电;日系电容;强劲输出;金牌效率;ATX转换;舒适使用;日系品质,100001118824,2000+,100001118824
电脑电源 700W 自营,Thermaltake（Tt）额定700W Smart 700W 电脑电源 白色（80PLUS认证/主动式PFC/智能温控风扇/支持背线）,259.00,Thermaltake京东自营旗舰店,Smart 700W 白 - 80PLUS认证,1万+,jfs/t1/227807/40/12051/83078/65a0ed60Fc7b53de7/535389fd7a697a5b.jpg,1000000692,PLUS认证;主动PFC;稳定供电;智能温控;标准ATX;智能风控;静音运行;背线设计;清爽外观;非模组设计,100088297608,1万+,100088297608
电脑电源 700W 自营,海韵（SEASONIC）【PRIME旗舰】700W 钛金级无风扇 电脑电源｜0dBA ｜A++声学认证,1880.00,海韵（SEASONIC）京东自营旗舰店,PRIME旗舰700W钛金/无风扇电源,500+,jfs/t1/388020/37/18052/76836/697b3129F09bd393e/0083320320cf3985.jpg,1000097385,钛金94%效率;无风扇0dBA;高端技术;全日系电容;稳定供电;超长使用;优化散热;高效转换;全模组设计;A++噪音,100012957060,500+,100012957060
电脑电源 700W 自营,【京东快递配送】动力火车电脑机箱办公商务机箱大 商耀（支持ATX主板/4个USB接口/长显卡） 黑色+700W电源+1个风扇,269.00,京喜自营官方店,黑色+700W电源+1个风扇,100+,jfs/t1/414906/29/19249/445533/69dda39dFcb318f62/09353203209eafb6.png,13496968,700W电源;无光风扇;标准ATX;快捷配送;多USB接口,10213651803789,100+,10213651803789
电脑电源 700W 自营,【京东快递配送】动力火车0.8mm厚五金电脑机箱办公商务机箱 卓越F1（支持ATX双路主板/长显卡） 黑色+700W电源+1个风扇,279.00,京喜自营官方店,黑色+700W电源+1个风扇,100+,jfs/t1/416150/4/18251/400088/69dda386F02980442/0935320320230b41.png,13496968,,10213651829572,100+,10213651829572
电脑电源 700W 自营,蜂网面板电脑机箱无侧透商务办公游戏主机箱 工匠5（支持E-ATX主板/顶部支持360水冷/9个风扇位） 黑色+360水冷+700W电源+4个ARGB风扇,559.00,京喜自营官方店,黑色+360水冷+700W电源+4个ARGB风扇,100+,jfs/t1/417052/33/9410/590682/69dda371F196f2ad3/0935320320f2d1d4.png,13496968,强劲电源;顶置水冷;主板适配;ARGB灯效;多风扇位,10213650230302,100+,10213650230302
电脑电源 700W 自营,海迪尔（HIGHIDEA）锂电池 ups电源在线式稳压220V服务器电脑停电备用不间断电源 ET1K 1KVA/700W服务器用30分钟,2076.00,,ET1K 1KVA/700W服务器用30分钟,0,jfs/t1/413295/23/20318/69031/69e0977fF90bc0dfb/0083320320c07520.jpg,0,,100345898722,,100345898722
电脑电源 700W 自营,海迪尔（HIGHIDEA）锂电池ups电源在线式稳压220V服务器电脑停电备用不间断电源 ET ET1K 1KVA/700W服务器用30分钟,2230.00,,,0,jfs/t1/392122/18/11345/66279/69803982Fbf8b5372/0083320320e99e34.jpg,0,,100323065412,,100323065412
电脑电源 700W 自营,蜂网面板电脑机箱无侧透商务办公游戏主机箱 工匠5（支持E-ATX主板/顶部支持360水冷/9个风扇位） 黑色+700W电源+7个无光风扇,3798.00,京喜自营官方店,黑色+700W电源+7个无光风扇,100+,jfs/t1/415256/35/21068/501206/69dda3a9F3a9cc4e9/0935320320414976.png,13496968,稳定供电;强劲电源;顶置水冷;多风扇位;商务游戏两用,10213650230297,100+,10213650230297
电脑电源 700W 自营,海迪尔（HIGHIDEA） 锂电池 ups电源在线式稳压220V服务器电脑停电备用不间断电源 ET ET1K 1KVA/700W服务器用30分钟,2076.00,,ET1K 1KVA/700W服务器用30分钟,0,jfs/t1/332321/28/26298/70054/68f9a28eF51a3e093/743a34541d5daae9.jpg,0,,100218904717,,100218904717
电脑电源 700W 自营,海迪尔锂电池ups电源在线式稳压220V服务器电脑停电备用不间断电源 ET ET1K 1KVA/700W服务器用30分钟,3973.00,,,0,jfs/t1/402302/10/2906/100225/69ae3355Fb2fc06a3/0083320320b7f346.jpg,0,,100329819200,,100329819200
电脑电源 700W 自营,海迪尔（HIGHIDEA）锂电池ups电源在线式稳压220V服务器电脑停电备用不间断电源 ET ET1K 1KVA/700W服务器用30分钟,4416.00,,ET1K 1KVA/700W,0,jfs/t1/291484/11/13001/86668/68678b0cF4642ee9b/2cab9e7ad822372a.jpg,0,,100252392602,,100252392602
电脑电源 700W 自营,海迪尔锂电池ups电源在线式稳压220V服务器电脑停电备用不间断电源 ET ET1K 1KVA/700W服务器用30分钟,2050.00,,,0,jfs/t1/388132/8/11794/100225/6971dfe8Fac107049/0083320320a4f4e0.jpg,0,,100319901246,,100319901246
电脑电源 700W 自营,惠普（HP）Z2 G9塔式图形工作站绘图设计建模电脑台式主机i7-14700K/16G/512G SSD/集显/700W电源/定制,11187.80,惠普工作站京东自营旗舰店,酷睿i7-14700K【3.4GHz，20核】,63,jfs/t1/402982/2/7651/76102/69b28014F12569daa/0083320320b1a662.jpg,1000004546,700W电源;丰富插槽;酷睿14代;高性能主机;强劲电源;高效处理器;大容量存储;集显设计;专业绘图,100327037034,,100327037034
电脑电源 700W 自营,惠普（HP）Z2 G1i图形工作站绘图建模Ai台式电脑设计师主机Ultra 5 245/16G/512G SSD/集显/700W电源/定制,9999.00,惠普工作站京东自营旗舰店,Ultra 5 245【3.5主频，14核】 ,0,jfs/t1/415477/19/18510/108248/69e030efF464e41e9/0083320320f6a88f.jpg,1000004546,W880芯片组;多项ISV认证;700W大电源,100258299757,,100258299757
电脑电源 700W 自营,惠普（HP）Z2 G9塔式图形工作站绘图设计建模电脑台式主机i5-14500/16G/512G SSD/700W电源/集成显卡/定制,8399.00,惠普工作站京东自营旗舰店,酷睿i5-14500,0,jfs/t1/392025/6/11747/95065/69845704Fe00cc29c/0083320320f72be4.jpg,1000004546,丰富ISV认证;多个扩展插槽;酷睿十四代,100348573612,,100348573612
电脑电源 700W 自营,名线三孔电脑主机显示器打印机投影仪双弯头弯尾纯铜国标电源线 黑色3x0.75平方线芯_可用700W 1.5m,22.90,京喜自营官方店,黑色3x0.75平方线芯_可用700W,15,jfs/t1/419855/3/11047/448608/69e1e285F356627ce/0935320320cd9ca8.png,13496968,安全耐用;高效传输;广泛兼容,10217884562637,,10217884562637
电脑电源 700W 自营,爱国者（aigo）电竞EU SUPER 650W铜牌全模组 黑色 台式机电脑电源 80PLUS认证/全日系电容/稳压5060Ti显卡,239.00,爱国者DIY京东自营旗舰店,铜牌|EU SUPER 650W黑|5060Ti,2万+,jfs/t1/412316/15/11143/323439/69ce2ae2F422f9dda/0083320320aac926.jpg,1000000416,全日系电容;稳压5060Ti;80PLUS铜牌;黑色外观;高效转换;全模组化;铜牌认证;ATX标准,100240455419,2万+,100240455419
电脑电源 700W 自营,酷冷至尊（CoolerMaster）GX Bronze 650 V2 铜牌电脑电源  80PLUS铜牌认证 日系电容/压花线材/3C认证/三年质保,289.00,酷冷至尊京东自营旗舰店,GX650W铜牌/日系电容/3年质保,200+,jfs/t1/413220/40/14607/79836/69d5a83bF736df14c/008332032013f077.jpg,1000000442,全日系电容;ATX3.1;铜牌认证;智能温控;压花线材;日系电容;三年质保;铜牌高效;全铜压花线;ATX标准,100294519858,1000+,100294519858
电脑电源 700W 自营,爱国者（aigo）电竞EU SUPER 650W铜牌全模组 白色 台式机电脑电源 80PLUS认证/全日系电容/稳压5060Ti显卡,249.00,爱国者DIY京东自营旗舰店,铜牌|EU SUPER 650W白|5060Ti,2万+,jfs/t1/413173/10/3221/324701/69ce2ae3F944b76c5/00833203207808e7.jpg,1000000416,全日系电容;稳压5060Ti;80PLUS铜牌;日系电容;高效转换;全模组化;ATX标准;稳压输出;白色外观;铜牌认证,100320865488,2万+,100320865488
电脑电源 750W 自营,大水牛（BUBALUS）额定750W 劲强750台式电脑主机电源(支持5070显卡/原生PCIE5.1/主动式PFC/多重保护/镀锡铜蟒纹线),199.00,大水牛京东自营旗舰店,劲强750W,20万+,jfs/t1/386870/39/4624/78143/6962b7f0Fcb49fd06/065c320320d3c567.jpg,1000000707,近7日人气商品;镀锡铜蟒纹线;3万+人浏览,100198640201,70万+,100198640201
电脑电源 750W 自营,长城（Great Wall）额定750W X7金牌全模电脑电源（ATX3.1/原生PCIe5.1/漏电监测/单路12V/自动启停/支持50系显卡）,399.00,长城 GreatWall 京东自营旗舰店,750W金牌 X7全模黑 PCIe5.1,50万+,jfs/t1/383938/32/10570/128013/69539e55F6de9997e/e03f8ce6d795a6f8.jpg,1000007264,漏电监测;优质接线;全电压支持;自动启停,100067747362,70万+,100067747362
电脑电源 750W 自营,爱国者（aigo）电竞EU SUPER 750W铜牌全模组 黑色 电脑电源 80PLUS认证/全日系电容/原生PCIE5.1/支持5070显卡,269.00,爱国者DIY京东自营旗舰店,铜牌|EU SUPER 750W黑|5060Ti,2万+,jfs/t1/411931/21/12276/322126/69ce2ae1F6157dfca/0083320320df339e.jpg,1000000416,80PLUS铜牌;全日系电容;标准尺寸;支持5070显卡;全模组设计;铜牌认证,100320869014,2万+,100320869014
电脑电源 750W 自营,爱国者（aigo）星璨EC750W金牌全模组 黑 台式机电脑电源 一线全日系电容/80PLUS金牌/纯铜模组线/稳压5070显卡,359.00,爱国者DIY京东自营旗舰店,金牌|星璨EC750W黑|ATX3.1,2万+,jfs/t1/421400/17/4962/305391/69e1ef2aF75035d96/0083320320cf96c5.jpg,1000000416,纯铜模组线;80认证金牌;全日系电容;日系电容;高功率供电;稳压输出;适配5070;单头PCle;高效转换;纯铜线材,100283485562,5万+,100283485562
电脑电源 750W 自营,大水牛（BUBALUS）额定750W 劲睿750台式电脑电源(80PLUS白牌/支持显卡5070/原生PCIE5.1/镀锡铜蟒纹线/主动式PFC),199.00,大水牛京东自营旗舰店,白牌劲睿750W,20万+,jfs/t1/388927/1/16054/113284/697d753bF6c4d3241/082c3203209614bb.jpg,1000000707,3千+人加购;500+人已买;PCIE5.1,100198640199,70万+,100198640199
电脑电源 750W 自营,航嘉（Huntkey）WD750K全模组 金牌750W电脑电源（80PLUS金牌/单路60A/全电压/LLC+SR+DC-DC/智能温控）,379.00,航嘉 Huntkey 京东自营旗舰店,750W金牌模组,20万+,jfs/t1/319847/30/25103/241735/689c6f6cF4a157d48/770397df3491d516.jpg,1000000265,智能温控;优质散热;单路高达60A;高效转换率,100020711161,30万+,100020711161
电脑电源 750W 自营,爱国者（aigo）电竞EU SUPER 750W铜牌全模组 白色 电脑电源 80PLUS认证/全日系电容/原生PCIE5.1/支持5070显卡,279.00,爱国者DIY京东自营旗舰店,铜牌|EU SUPER 750W白|5060Ti,2万+,jfs/t1/410836/29/17465/323070/69ce2ae1F5fe720c7/0083320320b3cc15.jpg,1000000416,全日系电容;80PLUS铜牌;标准ATX;支持5070显卡;全模组设计;铜牌认证,100240462811,2万+,100240462811
电脑电源 750W 自营,爱国者（aigo）星璨EC750W金牌全模组 白 台式机电脑电源 一线全日系电容/80PLUS金牌/纯铜模组线/稳压5070显卡,369.00,爱国者DIY京东自营旗舰店,金牌|星璨EC750W白|ATX3.1,2万+,jfs/t1/422259/6/1502/306006/69e1ef2aF731bd68c/00833203207b33ab.jpg,1000000416,全日系电容;纯铜模组线;80认证金牌;适配5070显卡;ATX标准;高效转换;日系电容;纯铜线材;全模组化;金牌认证,100283485500,5万+,100283485500
电脑电源 750W 自营,大水牛（BUBALUS）额定750W BX750金牌全模电源（PCIe5.0/智能模组/双CPU+4显卡接口/单路12V/支持4070显卡）,299.00,大水牛京东自营旗舰店,BX750W金牌全模组/PCIE5.0,2万+,jfs/t20280123/391034/26/5810/162802/6972df51F80e79315/0a023203202ad593.jpg,1000000707,1千+店铺会员浏览;3千+店铺粉丝浏览,100081779147,2万+,100081779147
电脑电源 750W 自营,鑫谷（segotep）额定750W GN750W ATX3.1金牌认证电源（原生PCIE5.1/黑色扁平线材/台式游戏主机箱电脑电源）,359.00,鑫谷京东自营旗舰店,【ATX3】GN750W金牌直出线,20万+,jfs/t1/305750/19/16565/220728/686c7945F504ef324/07c38c70938d2999.png,1000005668,金牌认证更节能;五年质保更放心;严苛用料标准;750W功率;黑色设计;安全防护;高效能耗;ATX3.1;扁平线材;加强兼容,100024381644,20万+,100024381644
电脑电源 750W 自营,大水牛（BUBALUS）额定750W BX750台式电源(80PLUS金牌/PCIe5.0/支持4070显卡/4显卡供电口/智能温控/扁平线),279.00,大水牛京东自营旗舰店,金牌BX750W/PCIE5.0,2万+,jfs/t20280123/389326/1/6880/169664/6972df4eFa2adf39f/0a023203201ce897.jpg,1000000707,支持4070;10年质保;PCIe5.0;智能温控;高效能;高效稳定;稳定输出;金牌效率;多显卡供电;扁平线材,100073991316,2万+,100073991316
电脑电源 750W 自营,长城（Great Wall）额定750W P7铜牌直出线电源（ATX3.1标准/原生12V-2x6/单路12V/12CM风扇/支持5070显卡）,329.00,长城 GreatWall 京东自营旗舰店,750W直出线【P7铜牌 ATX3.1】,2万+,jfs/t1/337511/36/2979/166606/68b00585Fa14bdbc8/6a13664980fd983b.jpg,1000007264,ATX3.1;铜牌认证;支持5070;单路供电;750W功率;支持5070显卡;大风扇散热;原生12V,100206579831,2万+,100206579831
电脑电源 750W 自营,爱国者（aigo）电竞EU SUPER 750W铜牌 白色 台式机电脑电源 80PLUS认证/全日系电容/原生PCIE5.1/支持5070***750,279.00,爱国者DIY京东自营旗舰店,铜牌|EU SUPER 750W白|ATX3.1,20万+,jfs/t1/380438/33/18043/139476/695a0a4eF47383736/5151221f157a032d.jpg,1000000416,ATX3.1;铜牌认证;全日系电容;稳压5070;12V大单路;支持5070显卡;国货标杆,100280276494,40万+,100280276494
电脑电源 750W 自营,利民（thermalright）额定750W TR-TG750 ATX3.0电源 金牌全模组 原生PCIE5.0 全日系电解电容 14CM小机身,359.00,利民Thermalright京东自营旗舰店,750W金牌全模组ATX3.0+PCIE5.0,10万+,jfs/t1/189890/18/54477/67509/67510aa2F6fd2414c/62c9c7693ccc17ec.jpg,1000099731,多重线路保护;温控启停风扇;ATX3.0;全日系电容;优越散热性能;高效节能;金牌高效;金牌效能;强大兼容性;高达90%效率,100060590091,10万+,100060590091
电脑电源 750W 自营,长城（Great Wall）额定750W HOPE-8500DS电脑电源（ATX3.1标准/CQCⅠ级铜牌级能效/宽幅电压/温控风扇/独立开关）,339.00,长城 GreatWall 京东自营旗舰店,750W直出【HOPE-8500DS】,50万+,jfs/t1/382598/27/16218/137337/695b6b3bF34e9e8d0/5b71e881253e785d.jpg,1000007264,支持宽幅输入;CQCⅠ级能效;额定750W;宽幅电压;750W功率;ATX3.1;温控风扇;铜牌能效;独立开关;CQC认证,100220331959,90万+,100220331959
电脑电源 750W 自营,长城（Great Wall）额定750W X7白色金牌全模电脑电源（ATX3.1/PCIe5.1/漏电监测/自动启停/支持50系显卡）,409.00,长城 GreatWall 京东自营旗舰店,750W金牌 X7全模白 全电压,50万+,jfs/t1/381076/16/16943/164805/6964763dFd264b24e/bab9a4303a05d382.jpg,1000007264,优质材料;支持5070;高效节能;智能监测,100082810703,70万+,100082810703
电脑电源 750W 自营,游戏悍将（IFORGAME）W80 750 额定750W台式电脑电源（80PLUS白牌认证/主动式PFC/压纹线）,235.00,游戏悍将京东自营旗舰店,白牌750W,5000+,jfs/t1/279696/11/11242/69320/67e84e48F97061456/32f3cd40cc4fbd80.jpg,1000007226,3千+人加购;200+店铺粉丝浏览;100+人收藏,100185412930,9000+,100185412930
电脑电源 750W 自营,海韵（SEASONIC）【CORE v2】750W 金牌全模电脑电源｜ATX 3.1 规格｜支持 50 系显卡,499.00,海韵（SEASONIC）京东自营旗舰店,CORE V2 黑色750W,2万+,jfs/t1/427814/16/3671/112338/69f071fbF449502d1/00833203204cbf18.jpg,1000097385,金牌效率;卓越稳定;7年质保;静音运行,100144989456,2万+,100144989456
电脑电源 750W 自营,酷冷至尊（CoolerMaster）GX750W 白 电脑电源/金牌全模组/全一线日系电容/ATX3.1 原生PCIe5.1线材/智能温控风扇/7年质保,419.00,酷冷至尊京东自营旗舰店,GX750W/全日系电容/7年质保/白,10万+,jfs/t1/386491/18/21314/141564/697970f4Fb363dd81/0083320320b69e32.jpg,1000000442,ATX3.1;7年质保;全日系电容;原生线材;智能温控;日系电容;双金牌认证;稳定供电;高效转换;散热优秀,100038586815,10万+,100038586815
电脑电源 750W 自营,长城（Great Wall）额定750W G7金牌全模组电源（ATX3.1标准/PCIE5.1/自动启停/全电压/单路12V/14CM风扇/支持5070）,440.00,长城 GreatWall 京东自营旗舰店,750W金牌【G7全模 ATX3.1】,10万+,jfs/t1/381328/2/16421/132126/695a2902F8e4e40f4/d1d1029e6770c95f.jpg,1000007264,ATX3.1;自动启停;优质接线;兼容性强;稳定输出;单路12V;金牌效能;静音风扇;单路输电;金牌效率,100062131131,20万+,100062131131
电脑电源 750W 自营,游戏悍将（IFORGAME）额定750W玄武B750XE铜牌非全模组电脑电源（ATX3.1/台系电解/50W冗余/3路DC设计）,279.00,游戏悍将京东自营旗舰店,铜牌750W台系电容+三路Dc-Dc设计,5000+,jfs/t1/393564/10/9117/95834/698584b1F0dd1c8ff/00833203201baa97.jpg,1000007226,适显卡5070;可超频50W;适配CPUi9;1千+人加购,100276463918,9000+,100276463918
电脑电源 750W 自营,安耐美（Enermax）金牌750W电源 金竞蝠GN750 V2黑色 ATX3.1/80PLUS金牌/全日系/支持 5060ti/5070显卡,359.00,安耐美Enermax京东自营旗舰店,GN750W V2【金牌认证】,5000+,jfs/t1/423416/36/19242/129648/69f1764aF396744b4/008332032045824c.jpg,1000279061,全日系电容;ATX3.1;精密工艺;兼容性强;支持5060ti;全日系品质;稳定输出;优质材料;持久耐用;强力输出,100146059152,9000+,100146059152
电脑电源 750W 自营,利民（thermalright）额定750W TR-TB750S 铜牌认证  日系大电容 14CM小机身 ATX电源 80PLUS铜牌认证,279.00,利民Thermalright京东自营旗舰店,TR-TB750S 铜牌,5000+,jfs/t1/156321/5/43465/70406/6610fa15Fa53cd4f1/2a86edbdaf2c0be3.png,1000099731,多重电路保护;双管正激构架;ATX3.0;高效节能;750W功率;非模组化;稳定供电;日系电容;日系大电容;出色兼容,100080344484,1万+,100080344484
电脑电源 750W 自营,酷冷至尊（CoolerMaster）GX750W 电脑电源/金牌全模组/全日系电容/ATX3.1 原生PCIe5.1线材/智能温控风扇/7年质保,419.00,酷冷至尊京东自营旗舰店,GX750W金牌/全日系电容/7年质保,10万+,jfs/t1/384840/22/22928/133686/697970f4Fac96ebf2/0083320320b7ffb0.jpg,1000000442,ATX3.1;7年质保;全日系电容;日系主电容;稳定供电;耐高温性能;全模组设计;标准尺寸;金牌全模组;金牌全模,100015639218,10万+,100015639218
电脑电源 750W 自营,游戏悍将(IFORGAME)额定750W玄武B750X铜牌非全模组电脑电源(ATX3.1/PCIE-5.1/台系电容/50W冗余/3路DC）,299.00,游戏悍将京东自营旗舰店,铜牌750W台系电容+可超频50W,5000+,jfs/t1/395920/38/528/107022/698584c8F04c9f05b/0083320320054891.jpg,1000007226,适配CPUi7;可超频50W;4千+人浏览;1千+人加购,100277847372,9000+,100277847372
电脑电源 750W 自营,微星 微星额定750W铜牌电脑电源 ATX3.1/12V-2X6/PCIE5.1/五年保障/适配5070显卡 PAG B750N-H PCIE5,299.00,微星京东自营旗舰店,PAG B750N-H 750W铜牌PCIE5.1,2万+,jfs/t20280429/430049/4/1051/107550/69f34699Fafab0f59/0a02320320f002bd.jpg,1000000266,ATX3.1;750W铜牌;五年保障;12V双路;高效转换;异色接口;镀锡铜线;适配5070;铜牌认证;LLC架构,100270872350,3万+,100270872350
电脑电源 750W 自营,航嘉（Huntkey）JUMPER750S 额定750W 电脑电源(80PLUS白牌/CQC I级能效/智能温控/DC-DC稳压/宽幅电压/RTX4070),299.00,航嘉 Huntkey 京东自营旗舰店,750W,50万+,jfs/t1/186436/13/49221/84522/670c78bbF5a19cc75/0928c8869718189e.jpg,1000000265,智能温控;CQCI级能效;稳定供电;宽幅电压;优秀转换;静音设计;杰出性能;兼容广泛;可靠散热;稳压输出,100123517393,70万+,100123517393
电脑电源 750W 自营,长城（Great Wall）SPARK 氮化镓S7 750W台式电脑电源金牌全模组ATX3.1/PCIe5.1/单路12V/自动启停/支持40系50系显卡,449.00,长城 GreatWall 京东自营旗舰店,氮化镓750W金牌电源,5000+,jfs/t1/397773/35/4814/110041/699eb50aF016e8e9c/0083320320420d1e.jpg,1000007264,超金牌能效;高冗余输出;氮化镓黑科技;750W功率;PCIe5.1;支持40系显卡;金牌全模组;金牌认证;自动启停;单路12V输出,100234258057,9000+,100234258057
电脑电源 750W 自营,游戏悍将(IFORGAME)额定750W铜牌B750T非全模组电脑电源（日系电容/ATX3.1/PCIE-5.1/3路DC设计/七大保护）,309.00,游戏悍将京东自营旗舰店,铜牌750W（日系电容+3路DC设计）,5000+,jfs/t1/391942/28/13454/153693/69858548Fca6f0496/00833203206aa607.jpg,1000007226,日系电容七大保护;适配显卡5070,100306241018,9000+,100306241018
电脑电源 750W 自营,九州风神额定750W金牌ATX3.1全模电源适配RTX5070显卡(日系主电容/压纹线/10年换新/PCIE5.1/PQ750G）,459.00,九州风神 京东自营旗舰店,PQ750G(金牌全模/10年换新）,5万+,jfs/t1/409493/11/10219/83776/69cb2af6F53042477/00833203201e0241.jpg,1000000461,压纹模组线;压纹线工艺;全模组设计;PQ750G;优质材料选用;转换效率高;日系主电容;美观理线;ATX3.1;稳定电流输出,100116110742,6万+,100116110742
电脑电源 800W 自营,游戏悍将(IFORGAME)额定800W朱雀P800Z白金全模组电脑电源(ATX3.1/PCIE-5.1/100W冗余/LLC结构/双电解电容),449.00,游戏悍将京东自营旗舰店,白金800W-台系电容+可超频100W,5000+,jfs/t1/332181/10/479/74361/68a415e2Fd5eafc21/aec12997d0bf401a.jpg,1000007226,1千+人浏览;台系双电解电容;200+人加购,100270872352,8000+,100270872352
电脑电源 800W 自营,长城（Great Wall）额定800W HOPE-9000DS电脑电源（ATX3.0标准/原生PCIe5.0接口/长线材/温控风扇/宽幅）,359.00,长城 GreatWall 京东自营旗舰店,800W直出【HOPE-9000DS ATX3.0】,50万+,jfs/t1/238337/34/6133/78717/65711ef4F41c61ce7/ca70277f6f2af188.jpg,1000007264,ATX3.0;温控风扇;PCIe5.0;原生PCIe;高效节能;宽幅供电;稳定供电;温控设计;长线材设计;优质性能,100081048624,90万+,100081048624
电脑电源 800W 自营,APC施耐德 ups不间断电源SPM1K 电脑服务器网络设备应急备用ups电源电池1KVA/800W,1263.00,APC 3C 京东自营旗舰店,【企业热卖】SPM1K 可带3台PC,5000+,jfs/t1/402470/36/5628/166799/69b10791Fdd1bb47c/0083320320c5403c.jpg,1000279743,纯正弦波;快速响应;稳定输出;应急备用;小巧设计;自动关机;网络设备;紧急备用;高效节能;兼容多系统,100025779752,8000+,100025779752
电脑电源 800W 自营,华为（HUAWEI）UPS2000-A-1KTTL在线式UPS不间断电源1KVA/800W电脑服务器机房备用电源【需外接电池】,1352.00,华为（HUAWEI）UPS电源京东自营旗舰店,UPS2000-A-1KTTL,41,jfs/t1/396755/35/640/152730/698ac9c2Fbeb50e1d/0083320320ee51c4.jpg,1000422037,超20万人关注;热卖榜第1名;服务器适用;企业级UPS;机房优质电源;全国三年保;机房常备;外接电池;电脑稳定供电;外接电池设计,100280500266,,100280500266
电脑电源 800W 自营,游戏悍将（IFORGAME）额定800W白虎P800BS白金牌全模组电脑电源（NXP数控芯片/ATX3.1/PCIE-5.1/100W冗余）,499.00,游戏悍将京东自营旗舰店,白金800W-台系电容+AI级数控芯片,5000+,jfs/t1/311593/10/26803/90324/689e973cFb8fb0a8f/67e4531eba88add6.jpg,1000007226,100W冗余;600+人浏览;94%白金效率,100266249976,8000+,100266249976
电脑电源 800W 自营,游戏悍将(IFORGAME) 额定800W青龙P800QS白金全模组电脑电源 (AI级NXP数控芯片/ATX3.1/PCIE-5.1/200W冗余),578.00,游戏悍将京东自营旗舰店,白金800W-全日系电容+AI级数控,5000+,jfs/t1/393304/14/8922/88616/6983121fF977ea71b/0083320320e4c07f.jpg,1000007226,日系NC双电解;NXP数控芯片;PCI-E5.1;日系电容;高效转换;风扇启停;AI数控;白金高效能;200W冗余;PCIE-5.1,100196396303,8000+,100196396303
